tekst,dimensioon,vastaja 1,vastaja 2,vastaja 3,vastaja 4,vastaja 5,vastaja 6,vastaja 7,vastaja 8,vastaja 9,vastaja 10,võrdlused
,argumentatiivsus,2,2,1,,,,,,,,www_snap_ee.ela_623342.txt
et_wikipedia_org.ela_467359.txt,abstraktsus,1,,,,,,,,,,www_horisont_ee.ela_455809.txt
,infotihedus,1,,,,,,,,,,www_horisont_ee.ela_455809.txt
,aja olulisus,2,,,,,,,,,,www_horisont_ee.ela_455809.txt
,afektiivsus,,,,,,,,,,,
,formaalsus,1,2,1,,,,,,,,www_horsemarket_ee.ela_436247.txt arvamusaed_ee.ela_6007.txt
,interaktiivsus,2,,,,,,,,,,www_horsemarket_ee.ela_436247.txt
,instrueerivus,1,,,,,,,,,,www_snap_ee.ela_623342.txt
,keerukus,2,1,,,,,,,,,www_snap_ee.ela_623342.txt www_horisont_ee.ela_455809.txt
,subjektiivsus,1,1,1,,,,,,,,www_snap_ee.ela_623342.txt
,spontaansus,1,1,1,2,,,,,,,www_snap_ee.ela_623342.txt arvamusaed_ee.ela_6007.txt
,impersonaalsus,3,,,,,,,,,,www_snap_ee.ela_623342.txt
,argumentatiivsus,2,,,,,,,,,,arvamusaed_ee.ela_6007.txt
